Time,Framerate
1,32, 0
2,34, 0
3,33, 0
4,33, 0
5,33, 0
6,33, 0
7,33, 0
8,33, 0
9,33, 0
10,33, 0
11,33, 0
12,33, 0
13,33, 0
14,33, 0
15,33, 0
16,33, 0
17,33, 0
18,33, 0
19,33, 0
20,26, 0
21,33, 0
22,33, 0
23,33, 0
24,33, 0
25,33, 0
26,33, 0
27,33, 0
28,33, 0
29,33, 0
30,33, 0
31,33, 0
32,33, 0
33,33, 0
34,33, 0
35,33, 0
36,33, 0
37,33, 0
38,33, 0
39,33, 0
40,33, 0
41,33, 0
42,33, 0
43,33, 0
44,33, 0
45,33, 0
46,33, 0
47,33, 0
48,33, 0
49,33, 0
50,33, 0
51,33, 0
52,33, 0
53,33, 0
54,33, 0
55,33, 0
57,29, 0
58,33, 0
59,33, 0
60,33, 0
61,33, 0
62,33, 0
63,33, 0
64,33, 0
65,33, 0
66,33, 0
67,33, 0
68,33, 0
